Unit,Question,Answer
VISUAL 1 - UNIT 4,"""Is the man scared or tired?""","""The man is scared."" / ""The man is tired."""
VISUAL 1 - UNIT 4,"""Is the mountain tired or scared?""","""The mountain is tired."" / ""The mountain is scared."""
VISUAL 1 - UNIT 4,"""Are the kids scared or tired?""","""The kids are scared."" / ""The kids are tired."""
VISUAL 1 - UNIT 4,"""Is the cat scared or tired?""","""The cat is scared."" / ""The cat is tired."""
VISUAL 1 - UNIT 4,"""Is the dog scared or tired?""","""The dog is scared."" / ""The dog is tired."""
VISUAL 1 - UNIT 4,"""Is the boy tired or scared?""","""The boy is tired."" / ""The boy is scared."""
VISUAL 1 - UNIT 4,"""Is the bird tired or scared?""","""The bird is tired."" / ""The bird is scared."""
VISUAL 1 - UNIT 4,"""Is the boy scared or tired?""","""The boy is scared."" / ""The boy is tired."""
VISUAL 1 - UNIT 4,"""Is the girl scared or tired?""","""The girl is scared."" / ""The girl is tired."""
VISUAL 1 - UNIT 4,"""Are they tired or scared?""","""They are tired."" / ""They are scared."""
VISUAL 1 - UNIT 4,"""Is he hungry or angry?""","""He is hungry."" / ""He is angry."""
VISUAL 1 - UNIT 4,"""Is it an angry or happy shark?""","""It is an angry shark."" / ""It is a happy shark."""
VISUAL 1 - UNIT 4,"""Is it a happy or angry cookie?""","""It is a happy cookie."" / ""It is an angry cookie."""
VISUAL 1 - UNIT 4,"""Are the socks angry or happy socks?""","""The socks are angry."" / ""The socks are happy."""
VISUAL 1 - UNIT 4,"""Is the pig happy or angry?""","""The pig is happy."" / ""The pig is angry."""
VISUAL 1 - UNIT 4,"""Is the donkey hungry or angry?""","""The donkey is hungry."" / ""The donkey is angry."""
VISUAL 1 - UNIT 4,"""Is the monkey angry or happy?""","""The monkey is angry."" / ""The monkey is happy."""
VISUAL 1 - UNIT 4,"""Is the dog hungry or angry?""","""The dog is hungry."" / ""The dog is angry."""
VISUAL 1 - UNIT 5,"""Who is he?""","""He is a father."""
VISUAL 1 - UNIT 5,"""Is he a mum or a dad?""","""He is a dad."""
VISUAL 1 - UNIT 5,"""Is dad a man or a woman?""","""Dad is a man."""
VISUAL 1 - UNIT 5,"""Is dad tired or scared?""","""Dad is tired."" / ""Dad is scared."""
VISUAL 1 - UNIT 5,"""Who is she?""","""She is a mother."""
VISUAL 1 - UNIT 5,"""Is she a mum or a dad?""","""She is a mum."""
VISUAL 1 - UNIT 5,"""Is mum a man or a woman?""","""Mum is a woman."""
VISUAL 1 - UNIT 5,"""Is she a happy or sad mum?""","""She is a happy mum."" / ""She is a sad mum."""
VISUAL 1 - UNIT 5,"""Who are they?""","""They are brothers."""
VISUAL 1 - UNIT 5,"""How many brothers can you see?""","""I can see 3 brothers."""
VISUAL 1 - UNIT 5,"""Are brothers girls or boys?""","""Brothers are boys."""
VISUAL 1 - UNIT 5,"""Are they happy or sad brothers?""","""They are happy brothers."" / ""They are sad brothers."""
VISUAL 1 - UNIT 5,"""Who are they?""","""They are sisters."""
VISUAL 1 - UNIT 5,"""How many sisters can you see?""","""I can see 2 sisters."""
VISUAL 1 - UNIT 5,"""Are sisters girls or boys?""","""Sisters are girls."""
VISUAL 1 - UNIT 5,"""Are they swimming or flying sisters?""","""They are swimming sisters."" / ""They are flying sisters."""
VISUAL 1 - UNIT 5,"""Who is he?""","""He is a grandfather."""
VISUAL 1 - UNIT 5,"""Is he a grandad or a grandmum?""","""He is a grandad."""
VISUAL 1 - UNIT 5,"""Is granddad a man or a woman?""","""Granddad is a man."""
VISUAL 1 - UNIT 5,"""Is he a scared or tired granddad?""","""He is a scared granddad."" / ""He is a tired granddad."""
VISUAL 1 - UNIT 5,"""Who is she?""","""She is a grandmother."""
VISUAL 1 - UNIT 5,"""Is she a grandad or a grandmum?""","""She is a grandmum."""
VISUAL 1 - UNIT 5,"""Is grandmum a man or a woman?""","""Grandmum is a woman."""
VISUAL 1 - UNIT 5,"""Is she an angry or hungry grandmum?""","""She is an angry grandmum."" / ""She is a hungry grandmum."""
VISUAL 1 - UNIT 5,"""Who is he?""","""He is an uncle."""
VISUAL 1 - UNIT 5,"""Is an uncle a man or a woman?""","""An uncle is a man."""
VISUAL 1 - UNIT 5,"""What does this image represent?""","""This image represents a visual guide or activity about uncles."""
VISUAL 1 - UNIT 5,"""Who is she?""","""She is an aunt."""
VISUAL 1 - UNIT 5,"""Is an aunt a woman or a man?""","""An aunt is a woman."""
VISUAL 1 - UNIT 5,"""Who can you see?""","""I can see an uncle, an aunt, and two cousins."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a red pen."""
VISUAL 1 - UNIT 6,"""What colour is planet Mars?""","""Planet Mars is red."""
VISUAL 1 - UNIT 6,"""What colour is the frog? Is the picture fake or real?""","""The frog is green. The picture is fake."" / ""The frog is green. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the bananas? Is the picture fake or real?""","""The bananas are yellow. The picture is fake."" / ""The bananas are yellow. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the zebra? Is the picture fake or real?""","""The zebra is black and white. The picture is fake."" / ""The zebra is black and white. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a yellow book."""
VISUAL 1 - UNIT 6,"""What colour is the cat? Is the picture fake or real?""","""The cat is yellow. The picture is fake."" / ""The cat is yellow. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the frog? Is the picture fake or real?""","""The frog is yellow. The picture is fake."" / ""The frog is yellow. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the bee? Is the picture fake or real?""","""The bee is yellow. The picture is fake."" / ""The bee is yellow. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the snake? Is the picture fake or real?""","""The snake is yellow. The picture is fake."" / ""The snake is yellow. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is an orange cat."""
VISUAL 1 - UNIT 6,"""What colour is the orange? Is the picture fake or real?""","""The orange is orange. The picture is fake."" / ""The orange is orange. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the Fanta? Is the picture fake or real?""","""The Fanta is orange. The picture is fake."" / ""The Fanta is orange. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the bird? Is the picture fake or real?""","""The bird is orange. The picture is fake."" / ""The bird is orange. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the pumpkin? Is the picture fake or real?""","""The pumpkin is orange. The picture is fake."" / ""The pumpkin is orange. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a golden ring."""
VISUAL 1 - UNIT 6,"""What colour is the car? Is the picture fake or real?""","""The car is gold. The picture is fake."" / ""The car is gold. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the bird? Is the picture fake or real?""","""The bird is gold. The picture is fake."" / ""The bird is gold. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the bug? Is the picture fake or real?""","""The bug is gold. The picture is fake."" / ""The bug is gold. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the strawberry? Is the picture fake or real?""","""The strawberry is gold. The picture is fake."" / ""The strawberry is gold. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a pink kiwi."""
VISUAL 1 - UNIT 6,"""What colour is the laptop? Is the picture fake or real?""","""The laptop is pink. The picture is fake."" / ""The laptop is pink. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the fruit? Is the picture fake or real?""","""The fruit is pink. The picture is fake."" / ""The fruit is pink. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the cow? Is the picture fake or real?""","""The cow is pink. The picture is fake."" / ""The cow is pink. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the dolphin? Is the picture fake or real?""","""The dolphin is pink. The picture is fake."" / ""The dolphin is pink. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a black square."""
VISUAL 1 - UNIT 6,"""What colour is the chicken? Is the picture fake or real?""","""The chicken is black. The picture is fake."" / ""The chicken is black. The picture is real."""
VISUAL 1 - UNIT 6,"""What does this image represent?""","""This image represents a black square."""
VISUAL 1 - UNIT 6,"""What colour is the hamster? Is the picture fake or real?""","""The hamster is black. The picture is fake."" / ""The hamster is black. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the carrots? Is the picture fake or real?""","""The carrots are black. The picture is fake."" / ""The carrots are black. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the ice cream? Is the picture fake or real?""","""The ice cream is black. The picture is fake."" / ""The ice cream is black. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a blue ruler."""
VISUAL 1 - UNIT 6,"""What colour is the tiger? Is the picture fake or real?""","""The tiger is blue. The picture is fake."" / ""The tiger is blue. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the pasta? Is the picture fake or real?""","""The pasta is blue. The picture is fake."" / ""The pasta is blue. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the fruit? Is the picture fake or real?""","""The fruit is [colour]. The picture is fake."" / ""The fruit is [colour]. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the hamburger? Is the picture fake or real?""","""The hamburger is [colour]. The picture is fake."" / ""The hamburger is [colour]. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a green dog."""
VISUAL 1 - UNIT 6,"""What colour is the popcorn? Is the picture fake or real?""","""The popcorn is [colour]. The picture is fake."" / ""The popcorn is [colour]. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the eggs? Is the picture real or fake?""","""The eggs are [colour]. The picture is real."" / ""The eggs are [colour]. The picture is fake."""
VISUAL 1 - UNIT 6,"""What colour is the river? Is the picture fake or real?""","""The river is [colour]. The picture is fake."" / ""The river is [colour]. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the chocolate? Is the picture fake or real?""","""The chocolate is [colour]. The picture is fake."" / ""The chocolate is [colour]. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a purple rabbit."""
VISUAL 1 - UNIT 6,"""What colour is the cat? Is the picture fake or real?""","""The cat is purple. The picture is fake."" / ""The cat is purple. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the eye? Is the picture fake or real?""","""The eye is purple. The picture is fake."" / ""The eye is purple. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the vegetables? Is the picture fake or real?""","""The vegetables are purple. The picture is fake."" / ""The vegetables are purple. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the crocodiles? Is the picture fake or real?""","""The crocodiles are purple. The picture is fake."" / ""The crocodiles are purple. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a silver cherry."""
VISUAL 1 - UNIT 6,"""What colour is the book? Is the picture fake or real?""","""The book is silver. The picture is fake."" / ""The book is silver. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the boot? Is the picture fake or real?""","""The boot is silver. The picture is fake."" / ""The boot is silver. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour are the teeth? Is the picture fake or real?""","""The teeth are silver. The picture is fake."" / ""The teeth are silver. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the cat? Is the picture fake or real?""","""The cat is silver. The picture is fake."" / ""The cat is silver. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a brown star."""
VISUAL 1 - UNIT 6,"""What colour is the corn? Is the picture fake or real?""","""The corn is brown. The picture is fake."" / ""The corn is brown. The picture is real."""
VISUAL 1 - UNIT 6,"""What does this image represent?""","""This image represents a brown star."""
VISUAL 1 - UNIT 6,"""What colour is the dog? Is the picture fake or real?""","""The dog is brown. The picture is fake."" / ""The dog is brown. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the hamster? Is the picture fake or real?""","""The hamster is brown. The picture is fake."" / ""The hamster is brown. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the fruit? Is the picture fake or real?""","""The fruit is brown. The picture is fake."" / ""The fruit is brown. The picture is real."""
VISUAL 1 - UNIT 6,"""What is it?""","""It is a grey circle."""
VISUAL 1 - UNIT 6,"""What colour is the koala? Is the picture fake or real?""","""The koala is grey. The picture is fake."" / ""The koala is grey. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the cat? Is the picture fake or real?""","""The cat is grey. The picture is fake."" / ""The cat is grey. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the orange? Is the picture fake or real?""","""The orange is grey. The picture is fake."" / ""The orange is grey. The picture is real."""
VISUAL 1 - UNIT 6,"""What colour is the sky? Is the picture fake or real?""","""The sky is grey. The picture is fake."" / ""The sky is grey. The picture is real."""
VISUAL 1 - UNIT 7,"""What colour is number 1?""","""Number 1 is yellow."""
VISUAL 1 - UNIT 7,"""What colour is number 2?""","""Number 2 is blue."""
VISUAL 1 - UNIT 7,"""What colour is number 3?""","""Number 3 is red."""
VISUAL 1 - UNIT 7,"""What colour is number 4?""","""Number 4 is green."""
VISUAL 1 - UNIT 7,"""What colour is number 5?""","""Number 5 is silver."""
VISUAL 1 - UNIT 7,"""What colour is number 6?""","""Number 6 is orange."""
VISUAL 1 - UNIT 7,"""What colour is number 7?""","""Number 7 is pink."""
VISUAL 1 - UNIT 7,"""What colour is number 8?""","""Number 8 is black."""
VISUAL 1 - UNIT 7,"""What colour is number 9?""","""Number 9 is brown."""
VISUAL 1 - UNIT 7,"""What colour is number 10?""","""Number 10 is purple."""
VISUAL 1 - UNIT 7,"""What colour is number 11?""","""Number 11 is grey."""
VISUAL 1 - UNIT 7,"""What colour is number 12?""","""Number 12 is gold."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a heart."""
VISUAL 1 - UNIT 8,"""Is it a happy or sad heart?""","""It is a happy heart."" / ""It is a sad heart."""
VISUAL 1 - UNIT 8,"""Is it a small or big heart?""","""It is a small heart."" / ""It is a big heart."""
VISUAL 1 - UNIT 8,"""Is it a standing or sitting heart?""","""It is a standing heart."" / ""It is a sitting heart."""
VISUAL 1 - UNIT 8,"""Who has got the heart?""","""A cowboy has got the heart."" / ""A cowgirl has got the heart."""
VISUAL 1 - UNIT 8,"""How many hearts can you see?""","""I can see 3 hearts."""
VISUAL 1 - UNIT 8,"""Is it a heart mouth or a heart nose?""","""It is a heart mouth."" / ""It is a heart nose."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a square."""
VISUAL 1 - UNIT 8,"""Is it a drinking or eating square?""","""It is a drinking square."" / ""It is an eating square."""
VISUAL 1 - UNIT 8,"""Is it a man or woman square?""","""It is a man square."" / ""It is a woman square."""
VISUAL 1 - UNIT 8,"""Is it a happy or angry square?""","""It is a happy square."" / ""It is an angry square."""
VISUAL 1 - UNIT 8,"""Is it a square bee or square butterfly?""","""It is a square bee."" / ""It is a square butterfly."""
VISUAL 1 - UNIT 8,"""What shape is SpongeBob?""","""SpongeBob is square."""
VISUAL 1 - UNIT 8,"""Is it a square window or square door?""","""It is a square window."" / ""It is a square door."""
VISUAL 1 - UNIT 8,"""Is it a square cat or square dog?""","""It is a square cat."" / ""It is a square dog."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a triangle."""
VISUAL 1 - UNIT 8,"""Is it a standing or sitting triangle?""","""It is a standing triangle."" / ""It is a sitting triangle."""
VISUAL 1 - UNIT 8,"""Is it a pizza or a tortilla triangle?""","""It is a pizza triangle."" / ""It is a tortilla triangle."""
VISUAL 1 - UNIT 8,"""Is it a pizza or tortilla triangle?""","""It is a pizza triangle."" / ""It is a tortilla triangle."""
VISUAL 1 - UNIT 8,"""Is it a woman or man triangle?""","""It is a woman triangle."" / ""It is a man triangle."""
VISUAL 1 - UNIT 8,"""Is it a running or walking triangle?""","""It is a running triangle."" / ""It is a walking triangle."""
VISUAL 1 - UNIT 8,"""What colour is the triangle flag?""","""The triangle flag is red."""
VISUAL 1 - UNIT 8,"""Is it a happy or angry triangle?""","""It is a happy triangle."" / ""It is an angry triangle."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a circle."""
VISUAL 1 - UNIT 8,"""Is it a cat or dog circle?""","""It is a cat circle."" / ""It is a dog circle."""
VISUAL 1 - UNIT 8,"""How many circles can you see?""","""I can see 2 circles."""
VISUAL 1 - UNIT 8,"""Is it a circle sofa or a circle chair?""","""It is a circle sofa."" / ""It is a circle chair."""
VISUAL 1 - UNIT 8,"""Is it a circle sofa or circle chair?""","""It is a circle sofa."" / ""It is a circle chair."""
VISUAL 1 - UNIT 8,"""Is it a circle lion or circle tiger?""","""It is a circle lion."" / ""It is a circle tiger."""
VISUAL 1 - UNIT 8,"""Is it a circle dog or circle cat?""","""It is a circle dog."" / ""It is a circle cat."""
VISUAL 1 - UNIT 8,"""Is it a circle cookie or circle cake?""","""It is a circle cookie."" / ""It is a circle cake."""
VISUAL 1 - UNIT 8,"""Where is the dog?""","""The dog is on the circle."" / ""The dog is under the circle."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a rectangle."""
VISUAL 1 - UNIT 8,"""Is it a rectangle cake or rectangle chocolate?""","""It is a rectangle cake."" / ""It is a rectangle chocolate."""
VISUAL 1 - UNIT 8,"""Is it a rectangle telephone or rectangle tablet?""","""It is a rectangle telephone."" / ""It is a rectangle tablet."""
VISUAL 1 - UNIT 8,"""Is it a dancing or sleeping rectangle?""","""It is a dancing rectangle."" / ""It is a sleeping rectangle."""
VISUAL 1 - UNIT 8,"""Is it a rectangle man or woman?""","""It is a rectangle man."" / ""It is a rectangle woman."""
VISUAL 1 - UNIT 8,"""Is it a rectangular door or window?""","""It is a rectangular door."" / ""It is a rectangular window."""
VISUAL 1 - UNIT 8,"""How many rectangles can you see in the house?""","""I can see 4 rectangles."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a star."""
VISUAL 1 - UNIT 8,"""How many stars can you see?""","""I can see 5 stars."""
VISUAL 1 - UNIT 8,"""What is in her hands?""","""There is a star in her hands."""
VISUAL 1 - UNIT 8,"""Where is the star?""","""The star is in the Christmas tree."" / ""The star is under the Christmas tree."""
VISUAL 1 - UNIT 8,"""Is it a happy or sad star?""","""It is a happy star."" / ""It is a sad star."""
VISUAL 1 - UNIT 8,"""What colour is the starfish?""","""The starfish is [colour]."""
VISUAL 1 - UNIT 8,"""Is Patrick a circle fish or a starfish?""","""Patrick is a starfish."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is a diamond."""
VISUAL 1 - UNIT 8,"""What colour is the diamond?""","""The diamond is red."""
VISUAL 1 - UNIT 8,"""Is it a real or fake diamond?""","""It is a real diamond."" / ""It is a fake diamond."""
VISUAL 1 - UNIT 8,"""How many diamonds can you see?""","""I can see 6 diamonds."""
VISUAL 1 - UNIT 8,"""Is it a small diamond or a big diamond?""","""It is a small diamond."" / ""It is a big diamond."""
VISUAL 1 - UNIT 8,"""How many diamonds can you see?""","""I can see 3 diamonds."""
VISUAL 1 - UNIT 8,"""How many diamonds can you see?""","""I can see 10 diamonds."""
VISUAL 1 - UNIT 8,"""What is it?""","""It is an oval."""
VISUAL 1 - UNIT 8,"""What shape is the head?""","""The head is oval."""
VISUAL 1 - UNIT 8,"""What shape are the eggs?""","""The eggs are oval."""
VISUAL 1 - UNIT 8,"""How many ovals can you see?""","""I can see 5 ovals."""
VISUAL 1 - UNIT 8,"""Is it a happy or sad oval?""","""It is a happy oval."" / ""It is a sad oval."""
VISUAL 1 - UNIT 8,"""Is it an oval ball or a circle ball?""","""It is an oval ball."" / ""It is a circle ball."""
VISUAL 1 - UNIT 8,"""What shape is the baby?""","""The baby is oval."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is a nose."""
VISUAL 1 - UNIT 9,"""What color is the nose?""","""The nose is red."""
VISUAL 1 - UNIT 9,"""Is it a cat or a dog nose?""","""It is a [cat/dog] nose."""
VISUAL 1 - UNIT 9,"""Is it a small or big nose?""","""It is a [small/big] nose."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is an eye."""
VISUAL 1 - UNIT 9,"""What are they?""","""They are eyes."""
VISUAL 1 - UNIT 9,"""What color are the eyes?""","""The eyes are green."""
VISUAL 1 - UNIT 9,"""What color are the eyes?""","""The eyes are blue."""
VISUAL 1 - UNIT 9,"""Are they small or big eyes?""","""They are [small/big] eyes."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is hair."""
VISUAL 1 - UNIT 9,"""Is it short or long hair?""","""It is [short/long] hair."""
VISUAL 1 - UNIT 9,"""Is it fair or dark hair?""","""It is [fair/dark] hair."""
VISUAL 1 - UNIT 9,"""How many hairs can you see?""","""I can see one hair."""
VISUAL 1 - UNIT 9,"""What color is the hair?""","""The hair is red."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is a tooth."""
VISUAL 1 - UNIT 9,"""What are they?""","""They are teeth."""
VISUAL 1 - UNIT 9,"""Are they small or big teeth?""","""They are [small/big] teeth."""
VISUAL 1 - UNIT 9,"""How many teeth can you see?""","""I can see eight teeth."""
VISUAL 1 - UNIT 9,"""Are they fish or shark teeth?""","""They are [fish/shark] teeth."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is a mouth."""
VISUAL 1 - UNIT 9,"""Where is the man?""","""The man is in the [tiger's/lion's] mouth."""
VISUAL 1 - UNIT 9,"""Is it a small or big mouth?""","""It is a [small/big] mouth."""
VISUAL 1 - UNIT 9,"""Is the mouth open or closed?""","""The mouth is [open/closed]."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is an ear."""
VISUAL 1 - UNIT 9,"""What are they?""","""They are ears."""
VISUAL 1 - UNIT 9,"""Are they short or long ears?""","""They are [short/long] ears."""
VISUAL 1 - UNIT 9,"""What color are the ears?""","""The ears are green."""
VISUAL 1 - UNIT 9,"""Are they small or big ears?""","""They are [small/big] ears."""
VISUAL 1 - UNIT 9,"""What is it?""","""It is a head."""
VISUAL 1 - UNIT 9,"""Is it a big or small head?""","""It is a [big/small] head."""
VISUAL 1 - UNIT 9,"""How many heads can you see?""","""I can see zero heads."""
VISUAL 1 - UNIT 9,"""Is it a normal or robot head?""","""It is a [normal/robot] head."""
VISUAL 1 - UNIT 9,"""How many heads can you see?""","""I can see two heads."""
VISUAL 1 - UNIT 9,"""What color is the head?""","""The head is green."""
VISUAL 1 - UNIT 10,"""Does the girl have fair or dark hair?""","""The girl has [fair/dark] hair."""
VISUAL 1 - UNIT 10,"""Does the man have fair or dark hair?""","""The man has [fair/dark] hair."""
VISUAL 1 - UNIT 10,"""Does the woman have fair or dark hair?""","""The woman has [fair/dark] hair."""
VISUAL 1 - UNIT 10,"""Does the boy have fair or dark hair?""","""The boy has [fair/dark] hair."""
VISUAL 1 - UNIT 10,"""Does the baby have fair or dark hair?""","""The baby has [fair/dark] hair."""
VISUAL 1 - UNIT 10,"""Does the girl have short or long hair?""","""The girl has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the baby have short or long hair?""","""The baby has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the woman have short or long hair?""","""The woman has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the boy have short or long hair?""","""The boy has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the man have short or long hair?""","""The man has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the witch have short or long hair?""","""The witch has [short/long] hair."""
VISUAL 1 - UNIT 10,"""Does the woman have straight or curly hair?""","""The woman has [straight/curly] hair."""
VISUAL 1 - UNIT 10,"""Does the girl have straight or curly hair?""","""The girl has [straight/curly] hair."""
VISUAL 1 - UNIT 10,"""Does the girl have short, curly, or straight hair?""","""The girl has [short/curly/straight] hair."""
VISUAL 1 - UNIT 10,"""Does the woman have curly or straight hair?""","""The woman has [curly/straight] hair."""
VISUAL 1 - UNIT 10,"""Does the man have curly or straight hair?""","""The man has [curly/straight] hair."""
VISUAL 1 - UNIT 10,"""Does the bird have curly or straight hair?""","""The bird has [curly/straight] hair."""
VISUAL 1 - UNIT 10,"""Does the girl have curly or straight hair?""","""The girl has [curly/straight] hair."""
VISUAL 1 - UNIT 10,"""Does the dog have short, curly, or straight hair?""","""The dog has [short/curly/straight] hair."""
VISUAL 1 - UNIT 10,"""How many hairs can you see?""","""I can see one hair."""
VISUAL 1 - UNIT 10,"""What color is the boy's hair?""","""The boy's hair is red."""
VISUAL 1 - UNIT 10,"""What color is the girl's hair?""","""The girl's hair is green."""
VISUAL 1 - UNIT 10,"""What color is the girl's hair?""","""The girl's hair is ginger."""
VISUAL 1 - UNIT 10,"""What color is the girl's hair?""","""The girl's hair is purple."""
VISUAL 1 - UNIT 11,"""What is your favorite season?""","""Spring / Summer / Autumn / Winter."""
VISUAL 1 - UNIT 11,"""What are the four seasons of the year?""","""The four seasons are spring, summer, autumn, and winter."""
VISUAL 1 - UNIT 11,"""What do you prefer: cold or hot weather?""","""I prefer cold / hot weather."""
VISUAL 1 - UNIT 11,"""What season is this?""","""It is spring."""
VISUAL 1 - UNIT 11,"""Do you like spring?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""When does spring start?""","""Spring starts in March."""
VISUAL 1 - UNIT 11,"""What do you see in spring?""","""I see flowers in spring."""
VISUAL 1 - UNIT 11,"""What do you see in spring?""","""I see birds in spring."""
VISUAL 1 - UNIT 11,"""What season is this?""","""It is summer."""
VISUAL 1 - UNIT 11,"""Do you like summer?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""Is it hot or cold in the summer?""","""It is hot in the summer."""
VISUAL 1 - UNIT 11,"""Do you swim in the summer?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""Do you sunbathe in the summer?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""What season is this?""","""It is autumn."""
VISUAL 1 - UNIT 11,"""Do you like autumn?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""Is it an autumn or winter tree?""","""It is an autumn / winter tree."""
VISUAL 1 - UNIT 11,"""Is it warm or cool in the autumn?""","""It is cool in the autumn."""
VISUAL 1 - UNIT 11,"""Is it rainy or sunny in the autumn?""","""It is rainy / sunny."""
VISUAL 1 - UNIT 11,"""What season is this?""","""It is winter."""
VISUAL 1 - UNIT 11,"""Do you like winter?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""Is it hot or cold in the winter?""","""It is cold in the winter."""
VISUAL 1 - UNIT 11,"""Do you make snowmen in the winter?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 11,"""Do you ice skate in the winter?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a living room."""
VISUAL 1 - UNIT 12,"""Do you have a living room in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a sofa in your living room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Where do you watch TV?""","""I watch TV in the living room."""
VISUAL 1 - UNIT 12,"""Do you have an armchair in your living room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a coffee table in your living room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a TV in your living room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a bookcase in your living room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a dining room."""
VISUAL 1 - UNIT 12,"""Do you have a dining room in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Where do you eat?""","""I eat in the dining room."""
VISUAL 1 - UNIT 12,"""Do you eat in the dining room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a table in your dining room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a clock in your dining room?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have chairs in your dining room?""","""Yes, I do / No, I don't."""
